timestamp bid bidsize ask asksize
1516576136872338.0 1225520 500000 1225630 1000000
1516576136895474.0 1225560 1000000 1225610 1000000
1516576136895688.0 1225580 1000000 1225610 1000000
1516576136901614.0 1225510 1000000 1225630 1000000
1516576136901890.0 1225510 1000000 1225610 1000000
1516576136902352.0 1225570 1000000 1225610 1000000
1516576136911141.0 1225510 500000 1225610 1000000
1516576136963064.0 1225510 500000 1225630 1000000
1516576136975462.0 1225580 1000000 1225610 1000000
1516576137049501.0 1225510 500000 1225610 1000000
1516576140357790.0 1225570 1000000 1225610 1000000
1516576140485986.0 1225570 1000000 1225600 1000000
1516576140486010.0 1225510 500000 1225600 1000000
1516576140563908.0 1225570 1000000 1225610 1000000
1516576140563928.0 1225510 500000 1225620 1000000
1516576140628792.0 1225570 1000000 1225620 1000000
1516576140628880.0 1225550 500000 1225620 1000000
1516576140628966.0 1225590 1000000 1225620 1000000
1516576140629090.0 1225570 500000 1225620 1000000
1516576140631400.0 1225590 1000000 1225630 1000000
1516576140632258.0 1225570 500000 1225640 1000000
1516576140634286.0 1225590 1000000 1225640 1000000
1516576140644866.0 1225570 500000 1225640 1000000
1516576140655095.0 1225610 1000000 1225640 1000000
1516576140665005.0 1225530 1000000 1225640 1000000
1516576140739594.0 1225610 1000000 1225630 1000000
1516576140739623.0 1225530 1000000 1225630 1000000
1516576140756020.0 1225610 1000000 1225650 1000000
1516576140756035.0 1225530 1000000 1225650 1000000
1516576140864858.0 1225610 1000000 1225640 1000000
1516576140864883.0 1225530 1000000 1225640 1000000
1516576140963640.0 1225570 1000000 1225640 1000000
1516576140964096.0 1225570 1000000 1225660 1000000
1516576140964135.0 1225530 1000000 1225660 1000000
1516576140978227.0 1225550 1000000 1225660 1000000
1516576141052981.0 1225540 1000000 1225660 1000000
1516576141092698.0 1225550 1000000 1225660 1000000
1516576141117806.0 1225570 1000000 1225640 1000000
